post likes,post date,post caption,comments,time per comment,user per comment,likes per comment,num of comments,source,num of followers
36,"Nov 29, 2023","Test your skills for a cause that could help change the world: Develop an AI-driven chatbot for disaster assistance and emergency relief.

The need for innovative disaster response methods in the aftermath of earthquakes has never been more urgent. In partnership with @omdenaglobal we invite learners to apply for an 8-week challenge to develop AI for disaster assistance and emergency relief.

What's the goal?

The ultimate objective is to create an AI-powered chatbot that provides accurate, real-time information and guidance to individuals in disaster-affected areas.

Why should you participate?

👉 Collaborate with a global team of 50 AI engineers.
👉 Experience the entire data science project lifecycle.
👉 Contribute to a cause that transcends technology, aiding real-world disaster relief.

⏰ Applications close Dec 13, 2023.

Bonus: Selected participants get a free one-year Premium DataCamp Scholarship through our #DCDonates partners at Omdena.

Discover more 👉 https://ow.ly/ea9G50QclGg",[],[],[],[],0,datacamp,199000.0
131,"Nov 22, 2023","Brand new Track: Unlock the financial power of one of the world's most popular Business Intelligence tools. 💰 📈

Through expert-led courses, gain practical finance skills that you can apply in #PowerBI immediately. Explore basic financial terms and calculations, learn about dashboarding, and understand essential concepts like the time value of money and net present value.

Finally, enhance your understanding of financial statements by diving into cash flow and income statements—calculating key financial ratios to measure and evaluate performance.

👉 Swipe through for individual courses. 👉

Not a Premium learner? Unlock this Track and 450+ other courses for half price this #BlackFriday. Master the skills to thrive in the age of data and AI 👉 🔗 in bio.",[],[],[],[],0,datacamp,199000.0
88,"Dec 9, 2023","Brand new: Embark on a transformative journey into the cloud with our Intro to Azure course.

Crafted for IT enthusiasts, developers, and those eager to explore the potential of cloud computing, gain the skills needed to navigate Microsoft Azure's expansive landscape.

Upon completion, you'll have a solid foundation in Azure, equipped with the skills to unlock a world of possibilities in the cloud.

👉 Swipe for the course breakdown. 👉

Start now for free 👉 🔗 in bio.",[],[],[],[],0,datacamp,199000.0
182,"Nov 18, 2023","Preparing for a business analyst interview? We've got you covered. 👊

We've sourced and compiled some of the most common business analyst interview questions and answers for all experience levels. From basic concepts to more complex scenarios, uncover everything you need to know to impress your potential employers.

Including:

💥 The role of a business analyst
💥 General business analyst interview questions
💥 Business analyst interview questions by level
💥 Diving deep: technical and system-related questions
💥 Advanced topics: business intelligence analyst interview questions
💥 Scenario-based and behavioral questions
💥 Preparing for the interview: tips and resources

Enhance your preparation 👉 🔗 in bio.",['Guys u shoul put together a course thatvteaches fundamentals of this subject!!'],['8w'],['mauro_bsn'],['0'],1,datacamp,199000.0
252,"Dec 20, 2023","DataCamp's top five courses to help you master Power BI. 👇

We learn best by doing. Advance your Power BI skills through bite-sized interactive courses, combining short videos with hands-on exercises to grasp key BI concepts designed to accelerate your career and fuel data-driven decision-making.

1️⃣ Introduction to Power BI: Gain a 360° overview of using Power BI to build impactful reports—go from zero to hero as you discover how to leverage Power BI in common scenarios through hands-on exercises. 🔗 http://bitly.ws/HzGy

2️⃣ Introduction to DAX in Power BI: Start your journey to becoming a DAX master by covering the fundamental concepts and best practices for implementing DAX in your reports. 🔗 http://bitly.ws/HzKK

3️⃣ Data Visualization in Power BI: Discover how to create a plethora of visualizations, such as scatter plots, tornado charts, and gauges, without overwhelming your audience. 🔗 http://bitly.ws/HzLh

4️⃣ Data Preparation in Power BI: Learn how to use Power Query Editor to transform and shape your data to be ready for analysis. 🔗 http://bitly.ws/HzMz

5️⃣ Data Modelling in Power BI: Explore a toolbox of data cleaning, shaping, and loading techniques, which you can apply to real-world datasets issued by the United States Census Bureau. 🔗 http://bitly.ws/HzMY","['Dam guys I asked for them 9 months ago 😂😢', 'Interested']","['3w', '3w']","['sitraka17', 'simran__arora_ray_']","['1 like', '2 likes']",2,datacamp,199000.0
71,"Nov 25, 2023","Brand new course: Unlock the power of AI strategy in the data-driven world. ⚡️

Dive into the interconnectedness of business, data, and AI strategies, equipping you with the knowledge to create a strong strategic framework. Uncover key components of a successful AI strategy, the role of executive sponsors and champions in driving AI adoption, and much more.

👉 Swipe for chapter breakdown. 👉

Start now, 🔗 in bio.

Not a Premium learner? #BlackFriday offer has been extended by 48 hours. Get all 450+ career-advancing courses, including our new AI curriculum, for half price. 💸","['Nice post 😍, Consept explained Deeply 📃', 'It seems great!']","['7w', '7w']","['dataandinsights', 'gui.bandeira']","['0', '0']",2,datacamp,199000.0
57,"Nov 18, 2023","Brand new course: In just one hour, dive into the AI ecosystem and discover how to leverage generative AI to enhance workflows. ⚡️

Learn how to use generative AI through augmentation, co-creation, and replacement techniques. Finally, you'll uncover responsible AI and how to prepare and lead in a future with generative AI through strategic alignment, change management, and continuous improvement.

👉 Swipe for the chapter breakdown. 👉

Start now for free: https://ow.ly/QQPk50Q8I2q

Fancy unlimited learning? Unlock all 450+ data and AI courses, learning paths, certifications, and more 🤯 for 50% OFF with our #BlackFriday sale!

Limited time offer, claim now 🔗 in bio.",[],[],[],[],0,datacamp,199000.0
58,"Dec 2, 2023","Year In Data 2023 is Live! 📺 All learners can now sign onto their DataCamp accounts and access their 2023 journey.

💡 Personalized insights: Immerse yourself in a visual representation of your data journey, from XP gained to which data domains you mastered.

🎓Achievements and certifications: Discover the milestones of your learning journey, from your longest streak to the courses you conquered.

🤝 Workspace and community: Unpack the Workspaces you've built, the upvotes you have received, and the vibrant community you are a part of.

Complete with an easy-to-share feature, let your network know what you've achieved with the #MyYearInData23 hashtag—and your plans for 2024. 🚀

Sign into www.datacamp.com and start exploring.",[],[],[],[],0,datacamp,199000.0
206,"Dec 18, 2023","The Business Intelligence Analyst operates at the helm of business analytics, transforming raw data into actionable insights. 📈

But it's not just about charts or spreadsheets—it's about identifying trends, predicting outcomes, and facilitating data-driven decision-making. As more workforces look to gather insights from an expanding amount of data, the demand for BI Analysts will only increase.

Dive into a complete guide to becoming a Business Intelligence Analyst in 2024, including a breakdown of the role itself, resources to help you get started, and how to become one with five steps for success.

Discover more 👉 🔗 in bio.",[],[],[],[],0,datacamp,199000.0
67,"Nov 23, 2023","Natural Language Processing (NLP) is a pivotal technology in Artificial Intelligence (AI), bridging the gap between human communication and computer understanding.

A multidisciplinary domain that empowers computers to interpret, analyze, and generate human language, NLP enables seamless interaction between humans and machines, signaling a new era of democratized AI.

Gain a comprehensive overview of NLP, including:

💥 What is Natural Language Processing?
💥 How does NLP work?
💥 What is NLP used for?
💥 Challenges and the future of NLP
💥 Getting started with NLP

Discover more 👉🔗 in bio.",[],[],[],[],0,datacamp,199000.0
52,"Dec 13, 2023","Build vital generative AI skills in just 1-2 hours with our series of free code-alongs.

Today's focus 👉 #Pinecone. Across three sessions, combine the power of Pinecone vector databases and the #OpenAI API and build long-term memory.

1️⃣ 🔎 Vector databases enable semantic search to provide higher quality results than conventional keyword search. Learn how to use Pinecone to do this—starting by setting up a developer account and integrating it with Workspace.

Start now 👉 https://ow.ly/hBjG50Qi0MF

2️⃣ 🍿 Perform retrieval augmented generation in a case study on movie data. You'll process movie data for storage in the Pinecone vector database, then use it to inform answers to questions to GPT.

Start now 👉 https://ow.ly/vexM50Qi0MH

3️⃣ 🤖 Develop your skills with GPT, Pinecone, and LangChain to create a chatbot that answers questions about research papers. Use retrieval augmented generation, and learn how to combine this with conversational memory.

Start now 👉 https://ow.ly/vuU550Qi0MJ

Looking for something else? Get all sessions free for a limited time, covering the OpenAI API, #LangChain, @huggingface_ai, and #Pinecone.

All sessions 👉 🔗 in bio.",[],[],[],[],0,datacamp,199000.0
51,"Nov 14, 2023","#OpenAI announces the Assistants API—extending the existing API to make it easier for software developers to build AI assistants, like chatbots.

The new features:

1️⃣ Threads to help manage longer conversations
2️⃣ Retrieval to help store text
3️⃣ Built-in code interpretation
4️⃣ Improvements to the function-calling capabilities

While the generative AI revolution in 2023 has been astounding, the Assistants API promises to reduce that barrier to entry, enabling more products to incorporate the technology faster... 🚀

Discover more 👉🔗 in bio.",['Knowledge 👏👏👏'],['8w'],['credslife_'],['0'],1,datacamp,199000.0
35,"Dec 4, 2023","What are the best practices for transitioning into and managing your data in the cloud? ☁️

Salim Syed, VP & Head of Engineering for @capitalone Slingshot product, explores cloud data management, the evolution of Slingshot into a major multi-tenant SaaS platform, the shift from on-premise to cloud-based data governance, and much more.

Key takeaways:

💥 In cloud data management, cost optimization is an ongoing process with constant vigilance to new users, usage patterns, and workloads.

💥 When starting a journey to the cloud, prioritize thinking about data governance and control.

💥 Effective cloud transformation and data management require strong leadership buy-in.

🎧 Listen to (or watch) the full episode, 🔗 in bio.",[],[],[],[],0,datacamp,199000.0
144,"Dec 1, 2023","💚 Your favorite episode: #ChatGPT & How Generative AI is Augmenting Workflows
📈 Top 25% of all charted podcasters on Spotify
🌎 Streamed across 118 countries
🎧 26% increase in listeners on Spotify

Spotify wrapped for DataFramed 2023, our podcast exploring how technology and data are changing the world.

Hosted by Adel Nehme and Richard Cotton, we've been lucky to have some of the world's leading data and AI voices join us to unpack one of the most transformative years our industry has ever seen.

A massive thank you to all the new listeners who tuned in and all those who have stuck with us since day one.

In 2024, we plan to keep the data and AI conversations flowing with more world-class guests and topics on equipping everyone—from new learners to business leaders—with the knowledge to thrive in a data-driven world.

You can playback all episodes for free, 🔗 in bio.

Thanks for listening, the DataCamp team. 💚

Let us know in the comments what are your favorite DataFramed episodes. 👇",[],[],[],[],0,datacamp,199000.0
70,"Dec 12, 2023","Exploratory data analysis is about getting to know a new dataset—an essential skill for any data analyst or scientist.

In this code-along, George Cunningham, Business Development Representative at @DataCamp, explains the basics of exploring new datasets. Using data on UK Premiership soccer results, you will use #Python to calculate summary statistics and draw visualizations to generate insights.

Key takeaways:

💥 Learn to use the popular pandas package to explore a new dataset.
💥 Calculate averages and other common summary statistics using Python.
💥 Draw interactive stories using Plotly Express.

⏰ Tues Dec 19, 🔗 in bio to reigster.","['I’m not seeing the link in the bio link tree. Thanks.', ""Couldn't find the link""]","['4w', '4w']","['mackandrew_', 'mubipix']","['0', '0']",2,datacamp,199000.0
141,"Dec 25, 2023","🎄Merry Christmas DataCampers! 🎄

Q: Why did the data scientist get kicked out of the Christmas party?
A: They kept asking for more ""samples""... 🍕 🍔 🥂

We hope everyone is getting some well-earned rest (but not too much—those courses won't finish themselves... 👀 ) before we kickstart 2024 with more learning, more technologies mastered, and more growth!

Until then, a very Happy Holidays.
The DataCamp Team 💚","['🤝', '🤝🫡🙌']","['2w', '2w']","['guilhermepinto.auditor', 'guilhermepinto.auditor']","['0', '0']",2,datacamp,199000.0
28,"Dec 11, 2023","What can we expect from AI in 2024? 👇

Craig S. Smith, AI-focused journalist, former executive of @nytimes, and host of the podcast Eye On A.I., explores the 2023 advancements in generative AI, the evolving roles of companies like anthropicai and @meta, the future of world models and AI agents, and much more.

Key takeaways:

💥 Understand the capabilities and risks of AI agents, from their ability to automate workflows to potentially spreading disinformation.

💥 Cultivate AI literacy and skills, not necessarily in coding or algorithm development, but in using AI tools and understanding their implications in your field.

💥 Get to know world models, an emerging AI technology that learns directly from real-world inputs, which offers a more accurate representation of reality.

🎧 Listen to (or watch) the full episode, 🔗 in bio.",[],[],[],[],0,datacamp,199000.0
154,"Dec 1, 2023","Get the download on everything you need to get started with AI—for free. 💸

Our new AI Developer code-along series is in partnership with industry experts from @microsoft, #Pinecone, @fidelity, and more—giving learners the chance to develop and harness their AI skills heading into the new year.

Whether you're completely new to AI or are looking to add generative AI skills to your tool belt, we've designed these codealongs for coders by coders. Anyone with intermediate Python knowledge can jump in and start learning.

👉 Swipe through for individual sessions across #OpenAI API, #HuggingFace, Pinecone, & #LangChain. 👉

Master in-demand skills. Start now, 🔗 in bio.","['Awesome work!! 👏👏👏👏', 'Hey love your work I sent a dm BTW..']","['5w', '6w']","['credslife_', 'man.likenonso']","['0', '0']",2,datacamp,199000.0
157,"Nov 15, 2023","Data is essential to businesses and organizations, and the task of organizing all that data flow is where data pipelines shine.

Discover the basics of data pipelines for aspiring data professionals in this free tutorial, such as pipeline uses, common technology, and tips for pipeline building.

Including:

💥 What are data pipelines?
💥 Why use data pipelines?
💥 Data pipeline use cases and stakeholders
💥 Data storage: data lakes, data warehouses, and databases
💥 Pipeline schema (ETL vs ELT)
💥 Common data pipeline tools and technologies

And much more. 🔗 in bio.",['Data pipelines for the absolute win! ❤️❤️'],['8w'],['credslife_'],['0'],1,datacamp,199000.0
81,"Nov 19, 2023","Continuous learning is a revolutionary machine learning approach that enables models to integrate new data without explicit retraining.

It builds upon traditional machine learning fundamentals in a way that addresses the dynamic essence of real-world data, creating adaptable models that can improve machine performance over time.

Explore key concepts and applications, including:

💥 What is continuous learning?
💥 The continuous learning process
💥 Advantages of continuous learning
💥 Limitations of continuous learning
💥 Applications of continuous learning
💥 The future of continuous learning

Discover more 👉 🔗 in bio.",[],[],[],[],0,datacamp,199000.0
181,"Nov 29, 2023","🎉 Introducing: The AI Developer code-along series to help you break into AI in 2024.

Free for a limited time ⚡️, master the world's in-demand AI packages, including 1️⃣ #OpenAI API, 2️⃣ #LangChain, 3️⃣ #HuggingFace, and 4️⃣ #Pinecone, through a series of 1-2 hour code-alongs.

Discover all the skills and tools necessary to start building AI systems today. From beginner sessions to advanced practitioners, learn directly from AI leaders, including:

💥 Olivier Mertens, AI Tech Lead, @Microsoft
💥 Korey Stegared-Pace, AI Cloud Advocate, Microsoft
💥 James Briggs, Founder of Aurelio AI & Staff Developer Advocate, Pinecone
💥 Alara Dirik, Former Machine Learning Engineer, Hugging Face & PhD Candidate in 3D Computer Vision at @imperialcollege
💥 Priyanka Asnani, Sr. Machine Learning Engineer, @fidelity
💥 Jacob Marquez, Sr. Data Scientist - Graph Engineer
💥 Vincent Vankrunkelsven, Staff Engineer, DataCamp
💥 Richard Cotton, Data Evangelist, DataCamp

A unique opportunity to head into 2024 with enhanced AI skills.

Start now 👉 🔗 in bio.",[],[],[],[],0,datacamp,199000.0
257,"Nov 20, 2023","Explore the best AI frameworks and libraries for junior data practitioners starting their professional careers. 👇

Artificial Intelligence has become essential for software development in today's rapidly evolving tech landscape. It enables applications to perform tasks that were once exclusive to humans, such as understanding and generating human language, recognizing patterns in data, and making intelligent decisions.

Curated for up-and-coming practitioners with a solid technical foundation, uncover the essentials of AI frameworks.

Including:

💥 Why choose an AI framework?
💥 How to choose an AI framework that fits your business needs
💥 Open-source vs. commercial AI frameworks: benefits and drawbacks
💥 The best AI frameworks and libraries for streamlining business operations

Discover more 👉🔗 in bio.","['Love! ❤️❤️❤️❤️', 'Caret/Pycaret? Huggingface (although more a collection of models but great implementation potential)?', 'Great list !']","['7w', '7w', '7w']","['credslife_', 'dominicarruda', 'scd_company']","['0', '0', '0']",3,datacamp,199000.0
89,"Dec 9, 2023","How did @marksandspencer build a vibrant data culture and achieve an 800% growth in their data upskilling program in one year? 👇

To nurture internal talent and grow its workforce's data skills through the M&S BEAM Academy, the British retailer, present in 160 markets globally, partnered with DataCamp for businesses to launch five custom learning paths for their aspiring data practitioners.

Focusing on critical data science skills that would cement M&S as a digital-first market leader, the M&S BEAM Academy also collaborated with DataCamp's Customer Success team to launch internal competitions and organize events around data and AI.

Over 450 learners have already completed hands-on Python, SQL, Power BI, data literacy, Excel, and Spreadsheet training on DataCamp to drive business outcomes across 20+ teams at M&S—equalling a staggering 800% program growth in just one year.

A transformative partnership we couldn't be prouder of. 💚

Discover more 👉🔗 in bio.",[],[],[],[],0,datacamp,199000.0
98,"Dec 15, 2023","🚀 Free code-along session: Combine the power of text and audio AI models to build a bot that answers questions about YouTube videos.

Generative AI makes it easy to move beyond text, allowing for the analysis and generation of media like audio and images.

In this code-along, Korey Stegared-Pace, AI Cloud Advocate at @microsoft demonstrates how to transcribe YouTube video content using the Whisper speech-to-text AI, and then leverages GPT to ask questions about the content.

Gain essential AI skills in our 1-2 hour free code-along. Start now 👉 https://ow.ly/K7vv50Qjf7F

Not the right topic for you? Explore our free sessions on the #OpenAIAPI, @huggingface_ai, #Langchain, and #Pinecone in our AI Developer Series—free for a limited time.

Dive in 👉🔗 in bio.",[],[],[],[],0,datacamp,199000.0
136,"Dec 2, 2023","New track: Through six interactive courses and two projects, master the fundamentals of supervised machine learning and how to make predictions using labeled data.

If you're new to machine learning or want to specialize in supervised machine learning, this is the place to start. 👊

Led by an expert team, explore core supervised learning models and state-of-the-art algorithms like XGBoost. Culminate your learning journey by mastering ensemble techniques to tackle complex problems effectively.

Upon completion, you'll have mastered the essential supervised machine learning concepts and be able to apply them in Python.

Start now 🔗 https://ow.ly/Ah9n50QeGRW

⚡️ #CyberMonday is live; unlock this track and everything DataCamp offers for half price. Claim now 👉 🔗 in bio.",['Six interactive courses for the win! Awesome job! @datacamp !! ❤️'],['5w'],['credslife_'],['0'],1,datacamp,199000.0
33,"Dec 13, 2023","Good sales analytics capabilities can increase sales rep productivity and build a superior customer experience. 📈

However, with so many use cases and diverse datasets, it's common to end up with data silos and suffer from poor data hygiene and a lack of automation.

@_snowflake_inc's David Gojo and CJ Liu explain how to improve customer dashboards, sales forecasting, and sales notification systems—alongside exploring how Snowflake can be used across sales analytics.

Key takeaways:

💥 Uncover common sales data issues and best practices to solve them.
💥 Learn about the architecture of a modern sales data stack.
💥 Tips and tricks to improve sales rep productivity through better analytics.

⏰ Weds Dec 20, 🔗 in bio to register.",[],[],[],[],0,datacamp,199000.0
47,"Dec 18, 2023","Why Causal AI is the next frontier in business decision-making.

Paul Hünermund, Assistant Professor of Strategy and Innovation @cbscph, explores Causal AI, its differences from other forms of AI, its use cases and adoption across industries, and much more.

Key takeaways:

💥 Causal AI offers a more comprehensive approach than traditional AI—emphasizing causal reasoning over mere correlation.

💥 It is not limited to tech or data-centric fields; Causal AI has diverse applications across healthcare, marketing, human resources, and defense.

💥 Causal AI enables us to understand and predict the effects of different actions in various contexts, facilitating more strategic business and product development decision-making.

Listen to (or watch) the full episode here 👉🔗 in bio.",[],[],[],[],0,datacamp,199000.0
75,"Dec 8, 2023","Master the world's most in-demand AI packages in 1–2 hour code-alongs. ⏳

With the DataCamp #AI Developer series, anyone can learn career-advancing AI packages for free. Across 12 hours of learning, you could come away with a brand new AI toolkit heading into 2024.

Including:

👉 The OpenAI API
👉 Hugging Face
👉 #Langchain
👉 Pinecone

The only thing you need to invest is time. Start now 👉🔗 in bio.

#ArtificialIntelligence #ChatGPT #OpenAI",[],[],[],[],0,datacamp,199000.0
26,"Nov 29, 2023","From art to marketing, image generation AIs like Midjourney, Stable Diffusion, and DALL-E 3 are reshaping every visual industry. To create such transformative visuals, each one uses diffuser models.

Philip Bontrager, Machine Learning Engineer at @Meta, teaches us how to build your own diffuser model from scratch. You'll use Python and PyTorch to create a simple version of this cutting-edge technology.

Key takeaways:

💥 Understanding the mechanics of diffuser models.
💥 Practical implementation of diffuser models using PyTorch.
💥 Best practices for developing deep learning models for image generation.

⏰ Tues Dec 5, 🔗 in bio to register.",[],[],[],[],0,datacamp,199000.0
"1,099","Sep 23, 2023",A fine accomplishment ✨,"['The best platform to learn online 🔥🔥', 'omg that was funny 😆', 'Estão vendo minha imagem', '👏👏👏', 'U demy show', '😂🙌', 'Omg I love this!!', 'two pretty best friends ✨']","['16w', '16w', '16w', '15w', '16w', '16w', '16w', '16w']","['wilkensondevariste', 'mohammedabdoabdelrahman', 'johnnmusk', 'liadermbeauty', 'investingblueprintsocial', 'rishatrehan', 'hannahshirley', 'rosemnguyen']","['3 likes', '1 like', '1 like', '0', '1 like', '1 like', '1 like', '1 like']",8,udemy,3000000.0
667,"Nov 7, 2023","Groucho Marx said, “Practically everybody in New York has half a mind to write a book, and does.” But when designer @aaronbunge moved to NYC, his mind was set on something different — learning more Spanish.

Aaron used a combination of @duolingo and in-person learning at NYU, but still couldn’t wrap his head around verb conjugation rules. As a designer, his mind immediately went to how he could solve this problem visually through an app.

He originally looked into hiring freelancers to help him on this project, but when he saw the price tag, he decided a DIY approach was more his style. It wouldn’t be easy, but Aaron was at a point in his career where he was able to take some time off work to focus on his own language app.

Aaron discovered courses on Udemy teaching the exact app development skills he needed including React Native, SQL, and MongoDB. He loved his instructors’ unique personalities and gained a solid understanding of how to use data, style everything, and get the app on people’s phones.

In less than a year, Aaron went from a basic understanding of HTML and CSS to creating one of the best iOS and Android Spanish conjugation apps on the market — @visualverbs_spanish.

What’s more is that all the skills Aaron learned to create the app put him in position to land a new full-time design position at a pronunciation app for ESL learners.

As for his own app, Aaron continues to tinker and optimize it with future plans to add verb conjugation for French and Italian.

He may not even know those languages yet, but with his #AlwaysLearning mindset, we wouldn’t bet against his success.

P.S. If you’re curious about what Udemy courses Aaron took, check out:

-The Complete React Native + Hooks Course, by Stephen Grider
-React Native - The Practical Guide, by Maximilian Schwarzmüller

#AlwaysLearning","[""I want to start content creating but I don't have money for good camera I don use phone but it is not clear"", 'Al❤️ LLP', 'share your story with us at the link in bio!', '8w', '🔥', 'Muy admirable su trabajo 😸']","['9w', '9w', '10w', '2079harrisx', '8w', '10w']","['iamsunny_castro0147', 'jit_u2104', 'udemy', 'Reply', '2079harrisx', 'rauuluuar']","['0', '0', '3 likes', '🔥', '0', '1 like']",6,udemy,3000000.0
571,"Aug 7, 2023","Sometimes all you need is a big, deep breath. Thanks for the tip, @markusamanto!","['🔥', '🔥', 'love seeing the sweater! it is the best made sweater i have! @udemy', 'Where to get sweatee?', 'needed this today🙌', '💰💰💰💰Video reviewer, part-time online job, no requirements, go link. 💰💰💰💰']","['23w', '23w', '22w', '23w', '23w', '23w']","['kasana_irshad', 'kasana_irshad', 'lindsaymarshdesign', 'ninjapig91', 'mollyemain', 'claire12103']","['0', '0', '0', '0', '0', '1 like']",6,udemy,3000000.0
"1,074","Sep 18, 2023","AI scream, you scream, we all scream for ice cream!

Last week, our team had the pleasure of hosting an ice cream pop-up during Dreamforce 2023, where we chatted about emerging generative AI technology over some free ice cream!

We were able to delight folks with insights on our extensive generative AI course collection, and even offer a bonus sweet treat as a cherry on top. 🍦","['Your website is down for playing videos', '🔥🔥🔥 great collection', 'U cream', '😂😂🍦🍦', '👏👏👏👏👏👏']","['17w', '17w', '16w', '17w', '17w']","['rxfvel', 'kasana_irshad', 'si.gracias.50', 'xblock_buildingblocks', 'chris_were_oficial']","['0', '0', '0', '0', '0']",5,udemy,3000000.0
407,"Sep 1, 2023","It's ok, we give you permission","['💯', 'Great way to start the day 🔥🙌', 'Beautiful message', 'Haha I need to close some \'Windows\' in order to open the ""Windows"" and enjoy the day']","['14w', '19w', '19w', '19w']","['nullclasstraining', 'fo_coding', 'xp_labs', 'anonymous_ip_05']","['0', '0', '0', '2 likes']",4,udemy,3000000.0
783,"Aug 4, 2023",Wise words from @cecimansilla.capacitacion: Learning 👏 leads 👏 to 👏 career 👏 growth 👏,"['You better learn how to build a business so your life doesn’t depend on a salary job', '🔥', 'Das facts !!!', 'Grande Ceci 👏🏼', '💯💯', '🫶🏻🎉🤓', 'Great advice👏', 'Bravo @cecimansilla.capacitacion 👏🏻🎉']","['23w', '23w', '23w', '23w', '23w', '23w', '23w', '23w']","['chrispetas23', 'kasana_irshad', 'gracehatakeyama', 'asanchezcorbalan', 'rishatrehan', 'personas_que_trabajan', 'mollyemain', 'joanamengual7']","['0', '1 like', '3 likes', '1 like', '1 like', '1 like', '1 like', '1 like']",8,udemy,3000000.0
667,"Oct 4, 2023","Today we announced a new partnership with @dockerinc, where together we’ll provide an unmatched experience to help developers gain the skills they need to efficiently build, share and run applications.

Docker developers will get easier access to the learning and skills they need to stay ahead of the latest technology through dedicated Udemy learning paths and immediate access to new product training through the Docker Certified Instructor program. Read all about it at the link in bio.","['Link 🔗🖇️', 'Excellent news.', 'Docker & Udemy 🤝🎓']","['8w', '14w', '14w']","['itxbhutta.ai', 'johnnynotcarsontho', 'dockerinc']","['0', '1 like', '0']",3,udemy,3000000.0
"10,011","Aug 3, 2023",Are we speaking your language?,"['If you’re tired take a nap, or else you’ll burn out', 'I need a break deciphering this', 'else - oppenheimer', ""If you're tired, then take a nap, or else explode. 👍"", '""if you are tired go to sleep, else explode your head"" didnt uderstand the message but.. sure', 'Swift programmer be like 😂', 'Sort of.. I speak fluently penguin language and python', 'Everyone need a break 😂', ""I'm sleepy but I'm at work 😣"", 'If else {\nConsole.log(“no more Udmey 😔”)\n}', 'Essa lógica tá errada', 'as a Linux admin: su - udemy -c “bash ./giveonefreecourse.sh” 😂😂😂', 'Off corse 🙌', '🤯🫵🏻', 'Se você com sono, então durma, senão Oppenheimer']","['23w', '23w', '23w', '23w', '23w', '23w', '23w', '23w', '23w', '23w', '23w', '23w', '23w', '23w', '23w']","['shadowystruggle', 'aranfasha', 'hafsa.zuhra', 'itsjustankit', 'nonstop_fellow', 'solid_ice17', 'denis.irimia.54', 'diatsilva', 'sadia_zar', 'fr.saad7', 'davifontenele_', 'jon_nerd_geek_gamer', 'zhra.al1995', 'minou_james700', 'yedulima']","['2 likes', '5 likes', '91 likes', '80 likes', '1 like', '9 likes', '1 like', '4 likes', '4 likes', '4 likes', '6 likes', '0', '3 likes', '2 likes', '1 like']",15,udemy,3000000.0
521,"Aug 29, 2023","Have you been meaning to reach out to a mentor recently? Here’s your sign to go for it!

Well said, @cecimansilla.capacitacion 💯","['Having a mentor is one sure way to keep climbing the leather of learning. Am on a search of a mentor too.', 'There is alot of scammers here in Nigeria', 'How to find a mentor in Udemy?', 'How do I find a mentor', 'Yes', 'We’re having issues purchasing your course in Nigeria 🇳🇬', 'Fak you ma nigga', '@hussnainali5']","['18w', '19w', '19w', '11w', '19w', '19w', '19w', '19w']","['gypsywestline', 'ayshatbello34', 'shovidutta', 'bigfryjay', 'ayshatbello34', 'hoodbeely', 'wearezoh', 'kisaa_zainab18']","['0', '0', '0', '0', '0', '1 like', '0', '0']",8,udemy,3000000.0
441,"Sep 6, 2023","Do the skills you're learning match up with what's surging across the globe? Swipe to find out.

More on trending skills at the link in our bio!",['Hi @udemy can you please unlock my account'],['11w'],['sunilsingh9959'],['0'],1,udemy,3000000.0
"3,180","Aug 8, 2023","Dublin Team's Epic Summer Party! 🌞 Good vibes, great food, and delectable drinks!

Shoutout to our Workplace team for making it an unforgettable bash! 🎊

#LifeAtUdemy","['🙌🙌🙌🙌🙌 keep it up good job', 'Nice', 'Great group!', '👍👍👍', '👏❤️', 'Photo section']","['22w', '20w', '22w', '22w', '22w', '22w']","['sanaullah_samdani', 'dkfamily.ca', 'brotherjohn____', 'velaanatolia', 'burcucetinh', 'syed_m_ab']","['1 like', '0', '1 like', '1 like', '1 like', '0']",6,udemy,3000000.0
277,"Oct 5, 2023","In honor of DockerCon 2023, we present to you a starter pack on all things Docker!

Through our newest partnership with Docker, Udemy is committing to upskilling the next generation of developers everywhere. To get started, check out our collection of Docker courses at the 🔗 in our bio.","[""Hello, i've been trying to reach out to you guys. I cannot remember my Udemy password and the link you keep sending to me is not loading"", ""Find all Udemy courses FOR FREE on my page with 💯 % discounts.\nDaily courses with limited sets don't lose the chance""]","['14w', '13w']","['burpeer_nation', 'freecourses_en']","['0', '0']",2,udemy,3000000.0
"1,582","Sep 28, 2023","Pssst, this is your sign to go finish your course 🤫","['Focus 🥹 controlling your phone might be a point to start…', ""it's even worse when you've got adhd"", 'Are you mocking me? 🤨', 'This made me giggle', 'Too busy 😢', 'I like it', '😂', 'Cute teacher', 'Hahaha hard relate', 'Ugh fine, on it']","['15w', '15w', '9w', '15w', '15w', '15w', '12w', '15w', '15w', '15w']","['with.omin', 'magnificencia', 'sergioaf08', 'gracehatakeyama', 'unsocialcountryboy', 'tank.sinatra', 'qalbeali10', 'tilovov.abdulaziz', 'rishatrehan', 'gracehatakeyama']","['2 likes', '1 like', '0', '7 likes', '1 like', '4 likes', '0', '1 like', '2 likes', '4 likes']",10,udemy,3000000.0
