post likes,post date,post caption,comments,time per comment,user per comment,likes per comment,num of comments
"3,142","Dec 13, 2023","I’m really excited to share my first @skillshare class with you all. This one is really special for me, as it’s my first instructional that is specifically addressed at beginners and early intermediates, who want to learn rock guitar. 🎸Any Skillshare member can check it out right now, just follow the link in my bio!","['What is sour favorite guitar string?', 'Red Ibanez?', 'I need this! Im stocked in the same stuff', '🔥', '🎸 🔥', ""At the moment I'm not playing guitar, but among current guitarists I listen to Nick Johnston and watch you on YouTube, your music makes a difference in my daily life. thank you for that!!"", '👏👏👏🙌', '🔥🔥', '🔥🔥🔥🔥', 'Martin you are absolutely awesome 🎸 ❤️🔥🔥🔥', 'Love it🔥🙌👏', 'SOS UN KPO', '🔥🔥🔥👏', '❤️']","['4w', '4w', '4w', '4w', '4w', '4w', '4w', '4w', '4w', '4w', '4w', '4w', '4d', '3w']","['jacob_nell_music', 'bahstr', 'rsaavedra2510', 'mikesalow', 'daniel_pombo', 'ggabrielmaia_', 'juan_bertrandguitar', 'vuralnkaan', 'mehmet_ozkeles_', 'massimosalvatore5', 'victormanuelmartinvoz', 'maxnezok', 'luisalbertomusic', 'simon.porcelana.fria']","['0', '0', '0', '0', '1 like', '1 like', '1 like', '1 like', '0', '1 like', '1 like', '0', '0', '0']",14
634,"Nov 29, 2023","It all starts with a sketch ✍️ Bring your characters to life with freelance Art Director & Illustrator Kirk Wallace (@bonehaus) in Adobe Illustrator. Check out his class now at our link in bio.

🧰 Tools Used:
Drawn on a @wacom cintiq 24QHD
Created in @adobedesign illustrator
Using @astutegraphics plug-ins.
Animated by @akahomebody in After Effects.

🏷️ #characteranimation #animation #aftereffects #digitalart #adobe #adobeillustrator #skillshare","['Actual drawing skills demonstrated by @bonehaus 😂 I love it.', 'It’s super fascinating how the software can remember behaviour and do reactions because of the knowledge.']","['6w', '6w']","['sk_jen___', 'o.matthias']","['2 likes', '1 like']",2
"10,048","Nov 20, 2023","Dust off your old illustrations and bring them back to life with Procreate Dreams ✨

Join @LisaBardot in her upcoming Live Session where she’ll show you animation techniques to weave in movement, emotion, and story. Spots are limited so sign up at our link in bio!

#ProcreateDreams #Animation #Skillshare","['Which software do you use', 'Aweeeee🙌❤️', 'I’m kind of irritated that @procreate isn’t responding to people asking for the recording if they missed part or all of the live session after registering. I even googled if @skillshare LIVES are recorded and it says that if you signed up for the event a recording of it will be emailed to the email you used to register. I was unable to watch the one I was registered for today and I would like the recording…the first session was too unorganized to follow and I wanted to go back and try to go along with it another time and watch it through the first time. What gives @procreate @skillshare ? Why are we not offered the recordings if we are registrants??', 'I missed the session due to bad internet connectivity. Is there any way we can watch the recording?', 'It’s definitely a game changer and I feel like this is going to BOOST my creativity', 'How to export a video without background in Procreate Dreams?', 'Is it possible to draw professionally with pro create and then print the image files in a large format?', 'Mustard yellow is one', 'Pls check yor DM', '@taboonle are you on Dreams as well? If so, Your Link art animation next year will be fireeee 🔥', '@skillshare will this class be added to the Skillshare website?', 'C’est moi ou il manque énormément de fonctionnalité ? 😢😢😢', 'Can you share the link for this ? Where to find it …', 'is this gonna be recorded? I would have to skip my own birthday party to join🙈😄🙏🏻 @skillshare']","['4d', '5w', '6w', '6w', '7w', '7w', '7w', '7w', '7w', '7w', '7w', '7w', '7w', '7w']","['rahul_rajbhar330', 'artesano08', 'baby.got.stacks', 'hira_at_work', 'hurtxless', 'amrit_animate', 'treechildart', 'cy_ure', 'zeidabadi.art', 'tiffanyng.123', 'avdoeswhat', 'virgils_illustrations', 'shans_palette', 'the.salty.lizzy']","['0', '0', '0', '1 like', '1 like', '0', '0', '0', '0', '1 like', '0', '1 like', '1 like', '1 like']",14
223,"Nov 14, 2023","The ultimate fall treat: Salted Caramel Apple Crumble Bars 🍎🤤 Follow @bakingwithemms and treat your taste buds to more delicious and creative recipes!

🏷️ #applecrumble #homemade #desserts #baking #skillshare",['😍'],['8w'],['happyhoneybeehobbies'],['0'],1
99,"Dec 9, 2023","Where are all our fellow quilters at? 👀🪡 Learn to DIY and sew like a pro with @quiltdstudios at our link in bio.

🏷️ #quilt #quiltingfun #diy #quiltersofinstagram #quiltmaker #skillshare","['Goooooo @quiltdstudios!!!!!!', 'Love this 🙌']","['4w', '5w']","['mar.i.mun', 'tinybishoff']","['1 like', '1 like']",2
156,"Jan 12, 2024","Sometimes, winter blues can get the best of us. Artist @simonipdraws leans into emotion to guide their creativity. ❄️","['That’s how I started. Doodling to combat stress and anxiety. It works 💞', 'Very very encouraging!👏', '❤️', '😢😢😢', 'Love this 😍', '😍😍😍 that’s me', '🔥👏']","['1d', '2d', '2d', '3d', '3d', '3d', '3d']","['pencilbyesther', 'artyculate', 'liuestelle', 'simphilip', 'tinyemperor', 'simonipdraws', 'jojopollack']","['1 like', '1 like', '1 like', '0', '0', '1 like', '0']",7
146,"Oct 25, 2023","Self-doubt and creative blocks used to be illustrator @simonipdraws’ personal monsters, but he’s learned how to make them his friends.

Learn from Simon on how to embrace imperfection to allow your creativity to flow freely. 🖌️✨ #creativity #halloweenart #artistsofinstagram #skillshareteacher #skillshare","['Well said 🫶🏿', 'love this Simon! ❤️\u200d🔥', '👏👏👏', 'That’s me! 🎃']","['10w', '11w', '11w', '11w']","['some_swiss_dude', 'fromtreetosea', 'tinyemperor', 'simonipdraws']","['0', '0', '1 like', '1 like']",4
239,"Oct 17, 2023","How do you shoot, edit, and animate a commercial campaign in just 5 weeks? 🤔 🎥

In our newest video series, Future of Work, meet filmmaker @paultrillo, who used AI tools like DALL-E to craft a stunning commercial for GoFundMe with a handmade feel.

💡 He shares his perspective on AI and walks through his step-by-step process, from a studio shoot to AI rotoscoping, stable diffusion, and completing the final version.

Tap the link in bio to watch the full video!

#ai #dalle #animation #vfx #skillshare","['Whoa this is awesome. Great use of stop motion.', 'wizard', 'Respected but I think this kind of AI tool are too messy and distracted that is so cool but not as much as clear ones', '👏👏👏👏👏👏', 'Very well put👏👏']","['12w', '12w', '12w', '12w', '12w']","['lessonflyer', 'gmunk', 'nimazabihi__', '_xwray', 'hok']","['1 like', '1 like', '0', '2 likes', '2 likes']",5
67,"Jan 10, 2024","Small adjustments, big results 💸 Master the art of pricing and negotiation with some help from @Draplin!

Start this Learning Path now at our link in bio ☝️",[],[],[],[],0
62,"Dec 7, 2023","Looking for something thoughtful to gift this holiday? Handmade is the way to go 😉 Step into the holiday spirit with @jennaphipps in this upcoming Live Session on December 13th and DIY your winter wardrobe.

Grab your ticket now — tap the link in bio 🧶

🏷️ #crochet #crochetstitch #crochetartist #skillshare",[],[],[],[],0
431,"Jan 10, 2024","Welcome to a new kind of HIIT class 💪🎨 Flex your creative muscles with @yourbuddymeg for some High Intensity Inspiration Training!

In this first class, you’ll learn 3 creative exercises to get out of your head and into the groove. All you need are:

🏠 A few items from around the house
🧠 An open mind
😜 The willingness to get silly

Tap the link in bio to train with Meg!","['This is what the world needs', 'Love you with all my heart', 'YOU HAVE REACHED FULL MEG-NESS', '👏👏❤️', 'This is great!!! I am obsessed!!! 👏', 'YESSSSSS MEG', 'Woohoooo! It’s recycling day here anyway! ♻️ this was so fun, might HIIT it up every recycling day! Thanks, buddy @yourbuddymeg 🤡!', 'YES I need this!!! 💪', '😍😍😍', 'Ugh love you forever Meg! @yourbuddymeg', 'This looks so fun 😍', 'Amazing', 'Love a blind contour drawing', 'This is pure genius! 👏🔥', 'Omg I love this so muchhhhh']","['4d', '4d', '4d', '5d', '5d', '5d', '5d', '5d', '5d', '5d', '5d', '5d', '5d', '5d', '5d']","['katelyngambler', 'scrambled_meg_design', 'juliakuentzel', 'ivannacandelier', 'cas_ingh', 'jencatkings', 'oliveargyle', 'jenmussari', 'talkpaperscissors', 'mooreaseal', 'theinkingrose', 'mark_titsworth', 'msueagee', 'artbyeringrace', 'katrinatorrijos']","['1 like', '1 like', '0', '2 likes', '1 like', '2 likes', '2 likes', '2 likes', '2 likes', '2 likes', '2 likes', '1 like', '2 likes', '2 likes', '2 likes']",15
318,"Oct 16, 2023","We’ve all seen Bad Bunny’s ‘Un Verano Sin Ti’ album cover, right? Well, creative director and designer Adrian Hernandez (@primo.adrian) designed it 👀

He’s the creative behind @UglyPrimo and @NeedPastel, and we proudly partnered up with him and @lanuevalink to hear more about his #FuerzaCreativa, as well as the advice he has for aspiring creatives.

#LatineHeritageMonth #HispanicHeritageMonth #Creativity","['Such an inspiration to a Hispanic creator like myself! ❤️', '👏🏽👏🏽👏🏽', '👏👏', '👏👏👏👏 love this', 'Orgullo', 'THEEEE @primo.adrian everyone 👏👏👏👏', '👏👏👏👏👏👏👏👏👏👏👏', 'Amen 🙏🏽', 'el goat', '👏👏👏', '💪🏽💪🏽💪🏽', '🔥🔥🔥', '🔥🔥🔥🔥 el durooo', '👑']","['2w', '6w', '8w', '8w', '10w', '12w', '12w', '12w', '12w', '12w', '12w', '12w', '12w', '12w']","['sharpxshoota', 'losgothsco', 'maynanevarez', 'lari_alejandro', 'lechero', 'lanuevalink', 'angelicaalora', 'stylolive', 'artchurro_', 'enciso.design', 'themezcalwolf', 'sourapplepr', 'jpatronmusic', 'mikeboydjr']","['0', '0', '0', '0', '0', '2 likes', '0', '0', '0', '1 like', '1 like', '2 likes', '2 likes', '2 likes']",14
140,"Nov 28, 2023","Deck the halls with custom pet portraits 🐾 Join @catcoq in this Live Session to create personalized holiday gifts for your family and friends, using the Procreate app on your iPad.

Secure your ticket now — tap the link in bio ✍️

🏷️ #Procreate #Procreatetutorial #DigitalArt #Petportrait #Skillshareclass #Skillshare",[],[],[],[],0
77,"Dec 21, 2023","Step inside @artbabygirl’s world, where every corner reflects the vibrant hues of her imagination 🌈 Take the full tour of Grace’s space at the link in our bio. #artist #artstudio #studiotour #skillshare",['Amazing 😍'],['3w'],['fbyelin'],['1 like'],1
344,"Dec 11, 2023",Wise words from @simonipdraws: don’t wait too long to pick up that pen 🖊️ #creativity #digitalartist #skillshare,"[""I wanna create a book, not only with my works, but my hometown artist's too"", 'That’s true ❤️ don’t wait to be perfect to start. Start now']","['4w', '5w']","['nurmukhamed', 'simonipdraws']","['0', '2 likes']",2
94,"Oct 30, 2023","📝 Confronting the blank page: where the creativity monster lurks, but don’t worry musician and teacher @mikebarnes1994 is here to show us how to tame it! #creativity #skillshare #skillshareteacher","['Great advice! Let creativity flow through you', 'I feel you @mikebarnes1994 nothing scarier than a blank sheet of paper']","['10w', '11w']","['jim_elias1508', 'simonipdraws']","['2 likes', '2 likes']",2
99,"Dec 19, 2023","Start your 2024 with a creative spark 🌟 Join @VinithaMammen in our Skillshare Live Session for a fun hand-lettering project, where you’ll align your new year’s goals by designing your own ‘Word of the Year’ in Procreate.

Ready to get inspired? Sign up now - link in bio 🎟️

🏷️ #procreate #design #handlettering #skillshareclass","['I have never been more disappointed about this platform. I reached out because I can’t cancel my membership and no one supported me.', 'Canceling memberships is impossible. Which makes me want to cancel membership even more. Why do you make this process so difficult?', 'That’s awesome! Love this @vinithamammen 💙']","['1w', '3w', '3w']","['elianafeg', 'thefort614', 'ceciliabattaini']","['0', '0', '2 likes']",3
91,"Nov 30, 2023","There’s never been a better time ⏰ to invest in your creative self.

Thousands of classes, tailored for every skill level. With our new monthly membership, enjoy flexibility without long-term commitments. Plus, your first month is on us 😉 #skillshare","['We love this!', '👏👏👏👏👏']","['3w', '6w']","['working_voices', 'ebuka_mordi']","['0', '0']",2
131,"Dec 13, 2023","Join us next week and get into the festive spirit with @Jolypoa! 🎁🎨 In this Creative Club, we will create simple—yet beautiful—holiday cards and gift tags to share with friends and family!

🗓 Tuesday, December 19
⏰ 12 - 1pm EST
🎟 Sign up in our link in bio! Creative Club is a free event, but you have the option to “pay what you can.”

🏷️ #paintwithme #dailydrawing #watercolor #skillshareclass","['I missed the workshop. Was it recorded? 😌', ""Hi - I'm not finding the link to sign up and would love to participate.""]","['3w', '4w']","['georgia.katherine', 'kimedwardsart']","['0', '0']",2
60,"Jan 4, 2024","[GIVEAWAY CLOSED] 📣 Sign up for an annual plan + complete onboarding within Skillshare by Dec. 31, and you'll be entered to win an iPad Pro PLUS 2x free tickets to a Skillshare Live Session of your choice.⁠
⁠
Consider this your sign to pursue those 2024 goals 😉 Link in bio to get started + enter on Skillshare!⁠
⁠
Eligibility: No purchase necessary. First-time Skillshare users, US only. Must be 18 years of age or older. Winner will be randomly selected by January 26, 2024. Official giveaway rules: https://skl.sh/gift23li","['Done!!', 'This is absolutely amazing', 'Wow wow wow ❤️', '@skillshare is such a scammy company. If you’re thinking about signing up don’t do it. There are better ways to support and learn from small artists! 💕']","['2w', '2w', '2w', '2w']","['knaurr', 'kalakritibykeerty', 'kalakritibykeerty', 'mrs.scarlettlira']","['0', '0', '0', '0']",4
222,"Nov 22, 2023","It’s beginning to taste a lot like FALL 🤤 A cake made with chai, pumpkin, maple, apple cider, AND salted caramel? Grab us a plate!🍴

For more baking recipes and inspiration follow @bakingwithemms.

🏷️ #baking #homebaking #bakestagram #cakesofinstagram #bakingtime #bakingcake #fallrecipes #cake #dessertrecipes #skillshare","['Looks delicious! Just started piping cupcakes!', 'GODDAMN that looks amazing! 🤩']","['7w', '7w']","['musicboxdancer', 'thespedtechteacher']","['1 like', '1 like']",2
431,"Dec 19, 2023","Jen Hillenga is a professional dog photographer and owner of @thewaysofthedog – and yes, it pays the bills. 💸

See how she turned her passion into a fulfilling career at the link in bio 🐶#photographer #dogphotographer #petportraits","['Jen is such an amazing photographer!!!', 'Loved watching your story on Skillshare. Your work is beautiful & inspiring.', 'Love this!!!!', '😍😍😍😍😍😍😍😍😍', 'You’re so amazing Jen! ❤️🙌', 'Adorable!', 'Jen is AMAZING!!!', 'Jen is so amazingly talented!!! 🤩 I couldn’t believe all of the poses she was able to get my dog to do. They will forever be my favorite photos. 🤗❤️🐶', '👏🙌❤️', '😍❤️', 'Everything @thewaysofthedog does is a step above! Jen is incredibly talented and I will forever cherish the photos she took!', 'Jen is awesome 👏', 'Amazing!', 'We love Jen’s work!!! Our wall is full of photos of our furbaby Kori, taken by Jen!! 🤩🤩🤩']","['5d', '3w', '3w', '3w', '3w', '3w', '3w', '3w', '3w', '3w', '3w', '3w', '3w', '3w']","['happyinthemtns', 'classic.haul', 'jmoskowitz12', 'soldbysyl', 'katefosterkaplove', 'working_voices', 'charleschesslerphotography', 'sweetlikesugaaar', 'ms_ava_wilson', 'art_side_of_life', 'wagswithlola', 'lifewithlouie1025', 'chriscapturesitall', 'storiesofkori']","['0', '1 like', '2 likes', '2 likes', '2 likes', '2 likes', '2 likes', '3 likes', '1 like', '2 likes', '2 likes', '2 likes', '2 likes', '2 likes']",14
358,"Oct 26, 2023","Learn to embrace your creative monsters with ceramic artist @fromtreetosea 👻

Whether it’s conquering the fear of failure to finding beauty in cracked pottery, the creative journey can be a rollercoaster of highs and lows🎢

What’s your creative monster? Share it below!

#creativity #ceramics #ceramist #skillshare","['This is the cutest reel - can’t believe I’ve only come across this now 😍', 'Thanks for sharing!', 'Love this @fromtreetosea 🫶🏽🫶🏽', 'This is so sweet and perfect for spooky season!!! 🥹🫶', 'The coolest @fromtreetosea !!', '@fromtreetosea I love this! 😭🥰 Very relatable. Always inspired by your creativity!', 'omg!!! So cool @fromtreetosea', '❤️']","['4w', '11w', '11w', '11w', '11w', '11w', '11w', '11w']","['twopieceramics', 'thetechcanvass', 'sammy.mika', 'littlematchstudio', 'sam.hyyy', 'colette.cartier', 't.eagz', 'wooyourcreativity']","['0', '1 like', '1 like', '1 like', '1 like', '2 likes', '2 likes', '2 likes']",8
85,"Jan 5, 2024","From “I want to” to “I can” 💪 Start here with Learning Paths on Skillshare, a series of classes to help you achieve your creative goals.

Link in bio to learn more and take our 2-minute quiz to find the Learning Path for you 🧠",[],[],[],[],0
63,"Jan 9, 2024","✅ In: Digital resets
❌ Out: Digital clutter

Join author @emmagannonuk in her new class on digital decluttering, where you’ll learn how to make room for more joy, calm, and mental well-being 📲

Tap the link in bio to get started with Emma!",[],[],[],[],0
176,"Dec 19, 2023",Some motivational words from our friend @lilstarnerd to get us through this week ✨,"['definitely feel this @lilstarnerd 💗', 'I love the sweater @lilstarnerd ❤️ and love the honesty', 'Sent you a dm, would love to connect', 'Love this ❤️']","['3w', '4w', '4w', '4w']","['fromtreetosea', 'simonipdraws', 'rickey', 'helenbradley']","['2 likes', '2 likes', '0', '1 like']",4
217,"Oct 19, 2023","This is your sign to let go and just draw ✍️ Thanks @theclaratones for the inspiration ✨

🏷️ #procreate #digitalart #digitalartist #digitalpainting #illustration #characterillustration #skillshare",[],[],[],[],0
49,"Nov 10, 2023","Unlock a high-earning potential in UI/UX design! 🌟 With an average six-figure salary in the industry, there's never been a better time to dive in. Swipe ➡️ for three Skillshare classes that will guide you through the basic principles and tools to succeed in this career. 👩‍💻 This Learning Path will help you:⁠
⁠
💻 Discover what sensory elements add up to create a user experience ⁠
💡 Learn basic vocabulary and methods of UX design⁠
🖥️ See how UX tools can help build everything from classroom setups to augmented reality games⁠
⁠
Get started at our link in bio!⁠
⁠
#UXUIDesign #Uxuidesigner #Uxdesign #Uxdesignerlife #Uxdesigntips #Skillshare #Skillshareteacher",[],[],[],[],0
45,"Nov 10, 2023","A clip from @MarleeGrace’s @SubstackInc Newsletter Monday Monday 🎙️ where they share the importance of taking a leap of faith on your creative endeavors.

Learn more from Marlee in their newest Skillshare class on crafting a newsletter worth reading at our link in bio.

#skillshare #skillshareclass #substack #substackwriter #emailmarketing","['oh this is so great. this will my morning mantra now', 'Love this <3']","['8w', '9w']","['babukotri', 'danisundream']","['0', '0']",2
155,"Nov 21, 2023","Step into the virtual realm with your very own VR avatar 🌐 Join @TeflonSega in their latest Skillshare class, and learn the art of creating personalized VR avatars using Unreal Engine.

🏷️ #teflonsega #VR #VRavatar #unrealengine #skillshareclass",[],[],[],[],0
"2,809","Nov 3, 2023","ICYMI... you can now learn how to create your own virtual avatar with megastar @teflonsega in his newest Skillshare class. Tap the link in bio to get started 🤖

🏷️ #vr #3Davatar #metaverse #unrealengine #twitch #skillshare","['Soooo cool so inspired', 'Airplane, astronaut, stunt driver, zoologist, crocheter and I manage to maintain a weekend heroin addiction.', '@teflonsega bro the class was super dope! You connected some dots for me that was missing from my puzzle pieces! 🙌🏽🙌🏽🙌🏽', 'He low key look kinda fine!!😍', '😍😍😍😍😍😍😍😍', 'I love this please link up.', 'This is dope', '🙌🙌', 'Why would we need VR when we have a iner pineal gland 😂😂😂😂😂😂😂😂😂😂😂😂😂😂']","['8w', '8w', '9w', '9w', '9w', '9w', '9w', '10w', '10w']","['khadijahmakes', 'brackett2112', 'drift5207418', 'theoneandonlyk1ah', '_zeita_', 'lestersmith677', 'iammicknugget', 'boogieeweb3', 'sethtulloch21']","['0', '8 likes', '4 likes', '4 likes', '0', '0', '0', '1 like', '3 likes']",9
597,"Oct 20, 2023","New to the world of yarn crafts? Don’t worry, the yarn community’s got your back! Just take @coco.crochet.lee’s word for it 🤗

Tap the link in bio to learn more with Lee! 🧶

🏷️ #crochetcommunity #crochet #crochetersofinstagram #skillshare","['❤️', 'Love the message. But now, lets talk about the granny sweater !!! Where may i peruse this in more detail ?', 'I so needed this message today X', ""It's hard to overcome imposter syndrome, definitely needed to hear this today ❤️🙌"", 'Aw love this 😀', '❤️', 'So happy to add the @skillshare team to my besties list! ❤️🙌😍']","['7w', '12w', '12w', '12w', '12w', '12w', '12w']","['mellymaye', 'tranquility_through_crafting', 'jagcunliffe', 'happycrochetlady', 'emkatcrochet', 'karlacourtney', 'coco.crochet.lee']","['0', '2 likes', '0', '0', '1 like', '1 like', '1 like']",7
"4,869","Nov 16, 2023","🥁 Get your Procreate Dreams started with the one and only @LisaBardot!

Dive into this exciting NEW animation app as she unveils her animation secrets. From the basics to her signature techniques, you’ll learn to breathe life into your illustrations effortlessly. Don’t miss out!

🗓 Monday, November 27th
⏰ 1 - 2:30PM EST
💰: FREE
🎟: RSVP at our link in bio!

#ProcreateDreams #Skillshare #Animation","['Hi. I loved the skillshare class thanks for doing it. I got a little lost. Do you know how I access the recording they said was going to be up. I need to backtrack 😂', 'Hi Lisa! I never got off the waitlist for your eventbrite tutorial yesterday. Is there any way to access the recordings?', 'And where is the record? U said it will be possible to watch later but nothing arrived on my mail', 'Was great, thank you!', 'Can we get some classes after 6pm EST 😭. I can’t make any lives because I’m working!', 'Loved the class, thank you!', 'I hoines the waitlist but haven’t gotten the invite link 😢', 'Wow 😍😍', 'anyone have any tutorials on how to use the app🥲', 'So exciting! I love this animation! It is so beautiful and clever!', 'Is there anyway to get a replay option for those of us who are stuck at work on Monday? 😅', 'Can you increase the class size please 😭 I’m waitlisted, but would love to be a part of this session ❤️', 'I’m in the waiting list 🥲 I understand it’s completely full ?', 'Hi I got a ticket, super excited to join but can’t seem to see a link to download the class files of Lisa’s illustrations- can anyone advise?', 'I’ve set my reminder. Cant wait to learn this. I’m a complete newbie to animation Thanks Lisa for sharing :)']","['6w', '6w', '6w', '7w', '7w', '7w', '7w', '7w', '7w', '7w', '7w', '7w', '7w', '7w', '7w']","['dknoty', 'jesse.einhorn.johnson', 'yuki.mao', 'golnarservatian', 'taylormayyy', 'happymostar', 'rogerthatheart', 'lilac_love_co', 'cherryblossomstudio.co', 'maryjanemuir', 'stephysketchesart', 'rlsh.art', 'thinkinit.mx', 'cebear_', 'rscdesigns_']","['0', '0', '1 like', '0', '0', '0', '0', '0', '2 likes', '0', '2 likes', '3 likes', '2 likes', '3 likes', '3 likes']",15
257,"Oct 16, 2023",Embracing the magic of fall mushrooms 🍄✨ Learn the art of watercolors one season at a time with illustrator @anna.m.bucciarelli 🍁 #fall #mushrooms #watercolor #watercolorpainting #skillshare,"['👏👏👏', '@skillshare I can’t find this class on Skillshare… can you help? Thanks!', 'Lovely 😍']","['11w', '13w', '13w']","['leosimoes.art', 'beeswaxartwork', 'navyapaints']","['0', '0', '0']",3
614,"Oct 17, 2023","🧶 GIVEAWAY CLOSED 🧶

ICYMI crochet queen @coco.crochet.lee dropped five new crochet classes on Skillshare. What better to celebrate by teaming up with our friends @LionBrandYarn?! One lucky winner will have a chance to win everything they need to get started on their crochet journey.

PRIZES:
🧶 A $100 Lion Brand Yarn gift card to splurge on all your yarn and crafting needs
📖 One (1) FREE year Skillshare membership for unlimited learning and inspiration

Entering is as easy as 1-2-3:
1️⃣ Follow @LionBrandYarn, @Skillshare and @coco.crochet.lee on Instagram
2️⃣ Like this post 💚
3️⃣ Tag two creative friends in the comments who share your passion for crafting and creativity!

The contest ends October 16 at 11:59PM EST, so be sure to enter before then!

No purchase necessary. 18+ U.S. residents only. This contest is not affiliated with Instagram. Full terms at the link in bio.","['Grasias por con partir ,iii grasoad', 'Hola. Qwe. Bonito mencantan', '@jennycuevadesigns @haimsartm', '@go_away_._ @ofitalll', '@plushkreations @kelemenk70', '@worksofadler @juliabyersfrye', '!!', '@christianwhang', '@clairisse_whang', 'How exciting!', '@ghost_picturess @honehbee42', '@angiehenry97 @abigailjo2000', '@beckypeck79 @ixanicreations', '@jdan60 @ilovecoffeeandcrochet', '@dandelionrosecrochet @pawgysplace']","['12w', '12w', '13w', '13w', '13w', '13w', '13w', '13w', '13w', '13w', '13w', '13w', '13w', '13w', '13w']","['purirodrigezfernandrz', 'purirodrigezfernandrz', 'jennytheartist', 'kayleevoight', 'sample_geek', 'rylie_vox', 'hm.bulb', 'hm.bulb', 'hm.bulb', 'somegirlsarahcrochets', 'j_the_griff', 'lacy_jo', 'the_knotty_engineer', 'rainforestknits', 'whitefairysworldofcrochet']","['0', '0', '1 like', '0', '0', '1 like', '0', '0', '0', '0', '1 like', '0', '2 likes', '0', '1 like']",15
42,"Jan 13, 2024","Check out these Live Sessions with @aliabdaal @marienoellewurm and @nuria.quero 👨‍💻⁠
⁠
From creating a portfolio to animation to productivity, grab your spot and tune into our events happening this month at our link in bio! #skillshareteacher #skillshare",[],[],[],[],0
109,"Dec 7, 2023","Get ready with @afrochicksart for a Skillshare 1-on-1 Session! These sessions pair you directly with industry leaders for video chats, giving you the time, space, and individual attention to connect with experts in your field.

Sign up for a 1-on-1 Session and get:
👥 A private, personalized class
📂 Portfolio feedback
💡 Professional development and individualized advice

Ready to work with your favorite Skillshare teacher? Browse through 1-on-1 Sessions at the link in our bio.

#GRWM #CreativeCareer #CareerAdvice #CareerDevelopment #Careergoals #Skillshare","['cmon @naomimetzger_ 👏👏', 'Love this!!!', 'This looks incredible Naomi! What a great resource. Superb collaboration.', 'So so so cool!! Love this!!', ""Aw cute! Yes to upskilling and mentorship. Can't wait to see the bold steps you'll be taking in the New Year 🙌🏾"", 'I love this', '❤️❤️❤️❤️❤️']","['5w', '5w', '5w', '5w', '5w', '5w', '5w']","['sophiajcarey', 'aliciamanani', 'jfreehardyards', 'livvy_breen', 'absisdabest', 'bazzilionaire', 'annietagoe']","['1 like', '0', '0', '0', '0', '0', '1 like']",7
153,"Dec 4, 2023","We’re keeping @martinmillerguitar’s advice for guitar players on loop 🔁

🎵 Rhythm is boss
🔑 Consistency is key
💚 Forget what others think

Pick up your guitar and join us in his new class — head to the link in bio to get started.

🏷 #guitar #guitarist #guitarlesson #skillshare","['thank you master 😍', '❤️❤️', '🔥🔥', '😍🎸', 'All great points! Love the 3rd point, so important to know that’s it’s thr individual persons journey!']","['5w', '6w', '6w', '6w', '6w']","['sina__nikkhah', 'danny.bubble', 'ray.saade', 'denizyildiz7', 'malinda_ginige']","['0', '1 like', '1 like', '1 like', '1 like']",5
"1,082","Nov 22, 2023","The all-new Procreate Dreams app is here to elevate your animation! Join this Live Session with Danni Fisher-Shin (@dannifs), where we’ll unravel the secrets to animating faster and smoother.

Tickets are limited—RSVP now at our link in bio! P.S. Did we mention it’s FREE? 🎟

#procreatedreams #procreate #animation #skillshare","['Is the course available as a replay?', 'Missed your live course… where can I watch the replay?😍😍', 'great class today @dannifs !!', '😍🙌', '❤️❤️❤️❤️', '💪']","['2w', '6w', '6w', '7w', '7w', '7w']","['ecarlaat', 'yuancreate', 'colinthegrumpy', 'heidilu16', 'whimsical__stroke', 'hello.lucho']","['0', '0', '1 like', '0', '1 like', '2 likes']",6
60,"Nov 20, 2023","Turn your kitchen into a flavor haven this holiday 🥘 Join our fave multi-hyphenate singer-farmer-chef @Kelis for a saucy cooking journey on Skillshare. Grab your apron and head to our link in bio!

🏷️ #sauces #cooking #comfortfood #skillshareclass #cookingclass #cookingtips #instafood #homecooking #cookingvideo",[],[],[],[],0
414,"Dec 25, 2023","'tis the season for moments of happiness ⛸ Happy holidays from your friends at Skillshare 💚

Art by @courtneylemmonsmemphismade","['Happy holidays!', 'Adorable', ""@skillshare I want to work on and building an electronics project, but I don't know anything about electronics or building electronics. Can skillshare help me in creating the electronic project I want to create step by stept? Thanks!! 😎"", 'Merry Christmas 🎄 I love this illustration 😊', 'Merry Christmas 🎄']","['2w', '2w', '2w', '2w', '3w']","['heatherslettering', 'thehopefulartist_', 'galaxywarriors88', 'nikkimiles_', 'effy.gains']","['0', '0', '0', '0', '0']",5
161,"Nov 13, 2023","You asked, we listened 👀 Our monthly membership is back! Enjoy thousands of creative classes and no long-term commitment.

Tap the link in bio to get started with your first month FREE.","['Wow. Why did I just get charged for a year membership then at all once? GARBAGE COMPANY', 'Greaaatt, now I just need to figure how to change my yearly to a monthly membership. Still on my free trial period for now.', 'lol why did you guys even get rid of it in the first place?', 'Just bought whole year before :V', '👏👏👏', 'Well done 😁❤️', 'Yes! Love this! Thanks for listening, Skillshare! ❤️']","['3w', '8w', '8w', '9w', '9w', '9w', '9w']","['manno_chromatic', 'elek.viktoria', 'hadoukient', 'thuhaaa_d', 'roxelle88_', 'marinaestercastaldo', 'kelleybrenburke']","['0', '0', '0', '0', '1 like', '0', '2 likes']",7
