post likes,post date,post caption,comments,time per comment,user per comment,likes per comment,num of comments
"1,382","Aug 24, 2023",Good thing there’s a sale going on right now… 👀 Head to the link in our bio to find out more!,"['Interested', 'Queria um curso de inglês', 'This is the post that convinced me to sign up!', 'Me too👏🔥', 'Udemy is superior', 'How much they pay for u hhh to say this ?', 'shoppin till i drop', 'Check my profile for my courses free coupons ❤️❤️', 'Oh myyyyy🤝', '🙌🏼🙌🏼', 'I love ittttt too 😍😍😍', 'Go @hannahshirley 🤍']","['18w', '3w', '20w', '20w', '20w', '19w', '20w', '18w', '20w', '20w', '20w', '20w']","['julia.akpana', 'edy_israel12jr', 'yachtclub217', 'rafah4200', 'hannahshirley', 'siham_bibi_', 'mollyemain', 'eskillify', 'edgar_bakhtiyarov', 'stevnphm', 'hellen_90a', 'anna_shimmy']","['0', '0', '4 likes', '1 like', '16 likes', '0', '1 like', '0', '1 like', '2 likes', '1 like', '4 likes']",12
999,"Sep 22, 2023","We've got style and smiles here at Udemy, both in-person and virtually! Here are some of our looks from our very first team hat day! 🤠

#LifeAtUdemy",['I completed python and Django for web development Beginners.'],['16w'],['santhoshsanthu1005'],['0'],1
"1,232","Oct 31, 2023","Happy Halloween from Udemy! 👻🎃

The team conjured up some spine-tingling attire for the enchanting festivities of this magical day. We hope your Halloween is filled with treats and just a sprinkle of tricks!","[""Late bus comment but hope y'all had a great time. TYSM Udemy for so much educational value! 🔥😍"", '🎃🎃', 'How can i access the complete course on cybersecurity ?\nI always see 1 of 4 or something like that.', '🔥🔥🙌🙌❤️', 'Lol great costumes! 👏']","['10w', '10w', '10w', '8w', '10w']","['fallcopy', 'graphics.lina', 'alex_miless', 'kasana_irshad', 'education.exploration']","['1 like', '1 like', '1 like', '0', '1 like']",5
587,"Aug 11, 2023",so sorry to those of y'all that have 3+ hour lectures,"['Necesito que alguien atienda mi reclamación. En la página no hay manera de ponerse en contacto con atención al cliente!!!!! 😡😡😡😡😡', 'Noted', 'Can yall bring back the discount? I was about to enroll but the next day it was gone. Thanks.', '💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩', 'Como podem ser tão lixos', 'Plataforma safada, bando de picaretas dos infernos', 'Okey Sir! I go just now', '❤️']","['21w', '22w', '22w', '22w', '22w', '22w', '21w', '22w']","['maricelromero10', 'mehuldhakne', 'bryar_essa', 'gaabrielpeerez', 'gaabrielpeerez', 'gaabrielpeerez', 'ruffats', 'c_georgiades']","['0', '1 like', '2 likes', '0', '0', '0', '0', '0']",8
376,"Nov 21, 2023","Top 5 tech skills of Q3, according to our Workplace Learning Index. More on top skills at the 🔗 in bio!","['What does ""Q3"" mean?', '🔥🔥']","['2w', '8w']","['sabinatdn', 'kasana_irshad']","['0', '0']",2
"1,392","Aug 18, 2023","🍨 Check out the scoop: Speed Ude-meet (like speed-dating, but not exactly) brought Udemates together for quick chats, new connections and FK frozen custard! 🤝

#LifeAtUdemy #TeamBonding #SanFrancisco","['😍', '😍❤️🙌', '😍😍', '@christine11221 😍😍', 'Promote it on @sanfrancisco.community__']","['21w', '21w', '21w', '21w', '21w']","['burcucetinh', 'cutie_princess__5', 'official_avy12', 'official_avy12', '_____pankaj__foji_']","['2 likes', '1 like', '2 likes', '1 like', '1 like']",5
275,"Dec 1, 2023","Did you catch the news?! We’re proud to be @McLaren Racing’s first Official Learning & Skills Partner. 🏎️📈

There’s lots coming as we head into the new year and build out this first-of-its-kind partnership. Catch all the details at the 🔗 in bio and let us know what you’re most excited about!",[],[],[],[],0
321,"Sep 19, 2023","A promotion? A successful career pivot? Launching your own business?

What have you accomplished with the help of Udemy? We wanna hear all about it at the link in our bio!","['My journey into the world of data science began with Udemy, where I discovered my genuine inner motivation and discovered way to success. This guided the glorious path at an excellent university in the United Kingdom, where I quenched my expertise, ultimately made me an excellent data professional. I became a data scientist as well as having the privilege and honour of sharing my knowledge and wisdom as a successful Udemy instructor. 👨🏼\u200d💻🌟✨', 'I learned programming with Udemy', 'I have enhanced my vision with Udemy', 'I completed python and Django for web development Beginners.', 'Hey udemy, kindly cek ur dm. I have some trouble with my certificate', 'Hey admin udemy, Kindly check ur dm. i have some trouble with my certificate', 'I got ripped off with udemy', 'Hello, is not loading my course and the learning time is gone!', 'I learned a lot of courses with Udemy😍 Spanish, drawing, colouring techniques, Maghribi script, abl even piano😅 thank you Udemy', 'Hello,i have problem when access udemy,from Indonesia', 'saya sudah melakukan pembayaran kursus, kenapa saya belum mendapatkan sertifikat? sertifikat dikirim lewat apa?', ""I'm in love with Udemy"", 'I earn with Udemy❤️❤️']","['16w', '16w', '16w', '16w', '16w', '16w', '16w', '16w', '16w', '16w', '16w', '16w', '16w']","['jaeminjjeong', 'tieba_sl', 'celalcemdengiz', 'santhoshsanthu1005', 'meuthia98', 'hanimeuthia', 'm.akif.tasci', 'blamates', 'safiscorner', 'septian.al.rizki', 'aini_hafzah', 'uday_anmol', 'neamat_andishmand']","['0', '1 like', '1 like', '0', '0', '0', '9 likes', '0', '1 like', '1 like', '0', '1 like', '0']",13
338,"Sep 13, 2023","Leading Up is back and better than ever. Say hello to season 4! ✨

Episode 1 theme: Put the right people with the right skills in the right place! Listen to the full episode at the 🔗 in bio.","['#udemy #elearning #remotelearning #learning #alwayslearning #onlinelearning #learningstartswithu #learn #learningathome #onlinelearning #onlinelearningplatform #elearningsolutions', 'Hi! Sorry for the typo, how did you do the sound effect here?', 'Great', 'Hi! How did you the the sound effect here? just curious']","['17w', '17w', '17w', '17w']","['udemy', 'caninedsheep', 'pmexperto', 'caninedsheep']","['0', '0', '0', '0']",4
"1,025","Sep 7, 2023",Tag your fave study buddy in the comments 😌,"['When you sit down to finish a udemy course and realize they have deleted your account and stolen your money.', 'Been a year and haven’t completed it 💀', 'I have been trying to make payment to get a course since yesterday, but it kept declining.', '😂', '@gracehatakeyama look at us 👀 😌', '@ana_romero2712 no nos pasa eso 🤓📚💪🏿', 'Gawin nyo ni ri @sofiaarwen']","['18w', '18w', '18w', '17w', '18w', '18w', '18w']","['soheil_solhjoo', 'ziran_daruwala97', 'dabsmanie', 'working_voices', 'hannahshirley', 'diegoaromerom', 'iamraiiineee']","['4 likes', '1 like', '2 likes', '0', '1 like', '1 like', '0']",7
620,"Oct 5, 2023",sound the alarm 🚨,"['Stop banning iranian accounts for no reason', ""Hello Udemy I paid for a course 'fleet management ' and I'm done with but unable to download my certificate. It keeps saying there's a course to be finished but nothing is there. And I have sent Udemy support emails yet nothing please someone should reach out to me I need that certificate"", 'Bro there are guys who are sharing your courses for free on telegram 🤡', 'Can someone please respond to my dm so I can take the course I paid for', 'But the courses are never ending😂😭', '20% 😂', 'Omv!', 'Done! And now ... another one is waiting for me ,😅', '??', '100% 🙌', ""Find all Udemy courses FOR FREE on my page with 💯 % discounts.\nAll courses are certified.\nDaily courses with limited sets don't lose the chance"", '😂😂😂', '😂😂', ""It's 80% done ✅. On the way to complete it""]","['14w', '14w', '14w', '13w', '14w', '14w', '14w', '14w', '14w', '14w', '13w', '14w', '14w', '14w']","['hassan__echresh', 'sewing_stitchery', 'ibzarxanurag', 'alexandrag85', 'deroti__', 'unsocialcountryboy', 'csaba.birkas.73', 'insta_gianni_gram', '_shaikh_zayed', 'peritosdajustica', 'freecourses_en', 'chokriemirabdelhakim213', 'daniel_vanzulli', 'i_am_md_yunus']","['1 like', '0', '0', '0', '1 like', '0', '0', '1 like', '0', '0', '0', '0', '0', '3 likes']",14
270,"Oct 25, 2023","Hot take: growth is often uncomfortable.

But with the right tools, you and your teams can come out on the other side. Link in bio for the full episode 🎧","['idk man. bt pe_ple will syy things here.', 'The certifications I have received from UDEMY has changed my life and generated a wonderful level of income', 'Such a valuable insight! 👏', '🔥🔥']","['10w', '10w', '11w', '11w']","['___tze___22', 'practitionerdiazv', 'education.exploration', '___tze___22']","['0', '1 like', '1 like', '1 like']",4
"1,392","Nov 17, 2023","@McLaren, your car looks better with Udemy on it 😏

McLaren 101 coming on 11.21.23","['🔥🔥🔥🙌❤️❤️❤️ ready for black Friday 😊', 'Precio', 'I cannot reset my password anymore', '🔥', 'Could you answer to me please? I xannot access the course bought in the summer anymore.', '❤️🙌🔥', '🔥', 'Merhaba geri ödemeler ne zaman yapılıyor? 8 Eylül de geri ödeme talebinde bulunduğum ücret hesabıma yansıtılmıyor. Geri dönüş bekliyorum!!!', '🔥🔥', 'Yeah great 🔥🔥🔥🔥🔥🔥', '😍', 'UDEMY 🔛🔝', '@marito142007 mírala, ney', 'follow this account @extrolopers', 'Awesome @udemy LFG!!!!!']","['8w', '8w', '7w', '8w', '7w', '8w', '8w', '8w', '8w', '8w', '8w', '8w', '8w', '8w', '8w']","['kasana_irshad', 'pedrolepenamaya', 'alina25t', 'aarchisauna', 'alina25t', 'marlsi', 'bene_tesla', 'selvinaz.ozhan', 'ozbayahmetyeni', 'dhiyaneshwar_vlogger', 'agoodman99', 'iyaadh.00', 'isaias_medeiros2007', 'offmaher', 'marlsi']","['0', '0', '0', '2 likes', '0', '1 like', '1 like', '0', '1 like', '0', '1 like', '0', '0', '0', '1 like']",15
410,"Aug 2, 2023","How do you say ""I have boundaries"" without saying ""I have boundaries""?

Check out the full episode to learn how to pose this as a question instead of a statement. 🔗 in bio!","['I think saying politely and assertive “I have boundaries” is not a big deal - it’s better than being “political” and “nudging” …authenticity is way more important than nudge hidden behind “diplomacy”\nAs to me …', '#udemy #elearning #remotelearning #learning #alwayslearning #onlinelearning #learningstartswithu #learn #learningathome #onlinelearning #onlinelearningplatform #elearningsolutions', 'Thanks for having me on ❤️', '❤️']","['7w', '23w', '23w', '23w']","['oppt_brands', 'udemy', 'hass.osman', 'studyarea.de']","['0', '0', '0', '0']",4
685,"Oct 5, 2023","When Vital Nsegiyumva took @chrisharoun's Udemy course, the result was bigger than his wildest dreams: a lifelong friendship and the opportunity to bring education to his hometown of Magu, Rwanda.

Today on #WorldTeachersDay, we celebrate Vital & Chris and all of our incredible Udemy instructors who inspire learners around the world to dream, believe, and achieve.

📺 Full story at the link in bio.","['Can you check your email? I paid for courses last week and signed up for the membership but they’ve disappeared…again! Contact me please or I’ll be reporting it to trading standards and the financial ombudsman.', ""You suspended my account for no reason. Why don't you answer my email? I kept sending you email but you don't give a damn. This is how you are going to manage your site?"", '#rescueafhgansiniran', '#rescueafghansiniran', 'Para Argentinos?', 'Ödeme problemi yaşıyorum ve geri dönüş alamıyorum. Yardımcı olabilir misiniz', '#udemy #elearning #remotelearning #learning #alwayslearning #onlinelearning #learningstartswithu #learn #learningathome #onlinelearning #onlinelearningplatform #elearningsolutions', 'The question is, can we take admission in your school?', 'Hello, please check your DM', '❤️❤️❤️', 'Go Vital and Chris!!!', '💜💜💜']","['10w', '13w', '14w', '14w', '11w', '12w', '14w', '13w', '14w', '14w', '14w', '14w']","['bklvr1', 'javad.web', 'm.hasanzadeh20', 'm.hasanzadeh20', 'labrusquita', 'opiaaksesuarr', 'udemy', 'blooprint_academy', 'burpeer_nation', 'ajujubeast', 'mollyemain', 'gracehatakeyama']","['0', '3 likes', '0', '0', '0', '0', '1 like', '0', '1 like', '1 like', '2 likes', '3 likes']",12
339,"Nov 14, 2023",Make someone's day this #WorldKindnessDay and share your kind words below 👇,"['Keyboard shortcuts not working..... Its unacceptable and very irritating to learn without keyboard shortcuts...... Someone fix this', 'Hi, I think your space keyboard shortcut for pausing video are broken today']","['9w', '9w']","['mndv____', 'dwikyryan']","['0', '1 like']",2
350,"Aug 15, 2023","NEW COURSE ALERT: an all-level guide on all things sales operations 📕

Start today at the 🔗 in bio.","['Thank you 🙏🏼 @udemy', 'Thank you for the feature @udemy ❤️']","['21w', '21w']","['salildhawan123', 'softskillsuccess']","['0', '0']",2
285,"Oct 27, 2023","Harness the power of value-driven leadership with this new course from Howard Fero (@theleadershipdoc)!

Check it out at the 🔗 in bio.",['@udemy I think it’s waste of money to buy the course and sit back waiting for your engineers to fix the video error . It’s been a week I’m waiting the fix post all the recommended steps were taken.. MUCH DISAPPOINTED!!'],['11w'],['hema_vijay13'],['2 likes'],1
238,"Nov 1, 2023","learning to work with AI, not against it 🤝","['AI is really powerful when we get it’s help but not let it do staff instead of us … I see even in LinkedIn AI generated articles or when professionals post Blog articles and I see immediately it wasn’t written by the individual - it was with a short general prompt generated by AI… AI shouldn’t replace us but assist 😌', '🔥']","['7w', '9w']","['oppt_brands', 'midbible']","['0', '0']",2
695,"Nov 30, 2023","one whole year existing with #ChatGPT 🤯

to celebrate, here's a look back on the rise of ChatGPT on Udemy 🏆","['Is it something to celebrate? No, definitely not. I like humans.', '#udemy #elearning #remotelearning #learning #alwayslearning #onlinelearning #learningstartswithu #learn #learningathome #onlinelearning #onlinelearningplatform #genai #generativeai #machinelearning #elearningsolutions']","['6w', '6w']","['grazia.cavasino', 'udemy']","['1 like', '0']",2
320,"Sep 8, 2023","How do you stop people from zoning out while you're presenting?

Check out our story to learn more from @JessicaChenPage and tap the link in bio to check out her courses!",['I have been writing to support but no one solved my problem 😢'],['18w'],['dijevic'],['0'],1
539,"Oct 6, 2023","“I truly do believe you can change your life by learning a new skill or something that you love.”

For Udemy learner Kirsty, that’s no longer just a belief, it’s fully manifested.

Motivated by her own skin challenges like rosacea, Kirsty was in search of a solution that worked, without subjecting herself to harsh chemicals or toxins.

She developed a curiosity (errr obsession) around hemp’s many promises from skincare to CO2 removal, and construction. She immediately thought to herself, “Why don’t more people know about this?” and became enamored with changing people’s perception of hemp.

Through a quick internet search, Kirsty discovered a course on Udemy about formulating cold-infused oils, including hemp oil. It wasn’t long before she experimented and noticed an improvement in her skin condition. It became her side hustle and she went all in. To succeed as a small business, she returned to Udemy to take courses about Shopify, photography, social media marketing, and personal development. Success wasn’t instant, but she was persistent and her customers gave her glowing reviews (pun fully intended).

Eventually, Kirsty was able to leave her full-time job and commit to her company @hempskinau while still supporting her family. Today, her company continues to grow and she is constantly looking for new opportunities to use sustainable and ethical sources in her products.

Besides, her true goal isn’t just a successful business. It’s a social enterprise. Kirsty wants to eventually buy a farm and build tiny houses out of hemp concrete for disadvantaged individuals.
We know it’s a tall order, but we also know Kirsty will make it happen.

“This is a movement, a legacy of leaving the world a better place than I found it. I’m not going to give up.”

#AlwaysLearning","['Can someone please respond to my DM so I can access the course I purchased?', 'Hello Udemy customer services, 20 days have passed since I canceled the training I received, but I still have not received a refund in my account, can you please help me?', 'If you have an inspiring story to share with us, head to the link in bio!', 'Hello, I’ve been trying to reach out to you guys. I cannot remember my Udemy password and the link you keep sending to me is not loading', 'Truly magnificent and inspiring, a kick in the butt 👏👏', ""Wow that's wonderful!!!! Even we at India are in the same track!!!! Indus Hemp in India is pushing so hard to educate people about hemp and it's miraculous healing properties it has"", '*للنشر بكل لغات العالم ..*\n*ازدواجية المعايير* ..\n\nب الانجليزية\n*For publication in all languages of the world ..*\n*Double standards* ..\n\nوبالفرنسية\n*Pour publication dans toutes les langues du monde ..*\n*Deux poids, deux mesures* ..\n\nوبالاسبانية\n*Para publicación en todos los idiomas del mundo ..*\n*Doble rasero* ..\n\nوبالايطالية\n*Per la pubblicazione in tutte le lingue del mondo ..*\n*Doppio standard* ..\n\nوبالروسية\n*Для публикации на всех языках мира ..*\n*Двойные стандарты* ..\n\nوبالتركية\n*Dünyanın tüm dillerinde yayınlanması için..*\n*Çifte standartlar* ..\n\nوبالالمانية\n*Zur Veröffentlichung in allen Sprachen der Welt ..*\n*Doppelmoral*\n\nوبالبرتغالية\n*Para publicação em todas as línguas do mundo ..*\n*Padrões duplos*..\n\nوبالاندوسية\n*Untuk publikasi dalam semua bahasa di dunia ..*\n*Standar ganda*..\n\n*انشروها الان* - - - - - - - - - - - - - - - - - -\n#نمر_مصر\nــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــ', 'Thank you @udemy for sharing our story 🫶🏼\nIt’s only just the beginning for us and we are so grateful for the skills, drive and perseverance we have learnt from the real life experts from the Udemy platform 🙌🏼 total game changer for anyone in business.']","['13w', '13w', '14w', '14w', '12w', '14w', '12w', '14w']","['alexandrag85', 'musa_sevimli07', 'udemy', 'burpeer_nation', 'sanjaymk70', 'y.anurag_kashyap', 'almohandis_photography', 'hempskinau']","['1 like', '0', '5 likes', '0', '0', '1 like', '0', '0']",8
280,"Nov 28, 2023","NEW COURSE DROP: give yourself a communication glow up 💫

learn 15 ways to elevate your workplace (and personal) communication at the link in bio!","['❤️❤️', '🔥🔥', '😍😍😍']","['5w', '6w', '6w']","['aishaholamide2022', 'kasana_irshad', 'tameshkacademy_']","['0', '0', '1 like']",3
527,"Aug 9, 2023","vulnerability is power 💪

get more leadership tips at the link in bio!","['#business #career #careercoach #careergoals #careerdevelopment #businessstrategy #businesssuccess #communication #communications #leadership #leadershipdevelopment #leadershipskills #productivity #productive', 'Go Steph go!', '🔥🔥🔥', '👏']","['22w', '22w', '22w', '22w']","['udemy', 'rebeccapirkle', 'kasana_irshad', 'codeslayer.fu']","['1 like', '0', '0', '0']",4
390,"Aug 16, 2023","Swipe to get inspired ➡️

Shoutout to @datasistah for this amazing story!",[],[],[],[],0
268,"Nov 17, 2023","we know, we're early. shop at the 🔗 in bio!","['Evet büyük bir sahtekarlık yapıyorsunuz. Ödeme yaptım ve kurs programı indirilmiyor dm den mesajlarıma cevap vermiyorsunuz. Yazık insanları dolandırmayın.', 'What a scam! There’s no Black Friday sale. The prices are like this year round. $15.99 is average for courses.']","['6w', '7w']","['teg_ravi_singh', 'swaggerish9']","['0', '0']",2
413,"Nov 21, 2023","Ready to take the checkered flag? 🏁

McLaren Racing 101 is your exclusive pass to the world of @McLaren Racing. Uncover their legendary story and championship wins with this unique learning experience, brought to you exclusively by Udemy. 🔗 in bio.

#McLarenRacing101 #AlwaysLearning",['Will we get a certificate after completion?'],['7w'],['muhammad_farzan_hussain'],['0'],1
364,"Nov 29, 2023","The Udemy Business team is here at #AWSreInvent! 🎉

📍Stop by booth 369 to say hey and get some fun swag!",['Nice'],['6w'],['mdsaquib_reza'],['1 like'],1
435,"Aug 31, 2023",What kind of learner are you? 🤔,"['At home 👏 with snacks', 'At home 🏠 without snack carplay 🚗', '#udemy #elearning #remotelearning #learning #alwayslearning #onlinelearning #learningstartswithu #learn #learningathome #onlinelearning #onlinelearningplatform #elearningsolutions', 'Both, it is so convenient ❤️', 'Spirit booster! ⚡', '🏃\u200d♀️ 🚗 😎', '@alejandrofernandez9441']","['18w', '19w', '19w', '19w', '19w', '19w', '18w']","['estradservices', 'chokriemirabdelhakim213', 'udemy', 'itfriendrix', 'mahnur_hossain584', 'lewccylew', 'maria_virginia_contador']","['0', '2 likes', '1 like', '1 like', '1 like', '1 like', '0']",7
273,"Aug 28, 2023","It's the perfect match.

Get courses for your career or hobbies during our biggest sale of the season. Shop now at the 🔗 in bio!","['He comprado un curso, la cual esta debitado en mi cuenta y no tengo acceso al curso, dice su pag web de udemy que no he hecho ninguna compra, pero si lo tengo descontado de mi cuenta bancaria. Quiero respuesta', 'Good to get back', 'Yes It Is for me ! Thank you udemy']","['20w', '20w', '20w']","['anvagodi', 'hari_kmar_rajah', 'jaomaravila']","['1 like', '0', '0']",3
273,"Nov 9, 2023","can you guess all 3?

for more on the skills and learning trends of 2024, head to the 🔗 in our bio!","['Fact 💯🙌', '🫣']","['9w', '9w']","['nikhil.kukreja.370', 'michl_synx']","['0', '0']",2
755,"Aug 17, 2023","Learning is cool all over the world 🌎

For more worldwide learning insights, head to the link in our bio!","['where is pakistan🫠', 'Today I learned there is only 10 countries. 😂. Hi from Australia!', '@advantive_', '#udemy #elearning #remotelearning #learning #alwayslearning #onlinelearning #learningstartswithu #learn #learningathome #onlinelearning #onlinelearningplatform #elearningsolutions', 'Курсы ваши по ИИ онлайн? И как записаться', 'Hi @udemy is there any masters program available?']","['21w', '21w', '21w', '21w', '21w', '20w']","['iambasitali00', 'brett_m_reilly', 'jimmynaraine', 'udemy', 'aqkun999', 'nikhil_erugu']","['1 like', '2 likes', '0', '0', '0', '0']",6
581,"Aug 21, 2023","Want to learn something new but don't know where to start? Lucky for you, here are 5 courses to add to your wishlist.

Check out other skills you should learn in our Q2 Workplace Learning Index at the link in our bio.","[""Want to learn something new? Then, don't waste your money with udemy, a company run by a bunch of thieves."", 'Please send me information about remote sales', 'Can i know the details of courses', 'How to enroll?', 'It would be great if they invested in content like this in Brazil, we producers feel that Udemy has abandoned the country...', 'Want to know about remote sale', '👀']","['20w', '13w', '18w', '19w', '20w', '20w', '21w']","['soheil_solhjoo', 'contexto_ve', '_mahek_kundnani', 'sameenjibran.sj', 'jonathanvolpi', 'haider_abbas_zahoor', 'bravefxacademy']","['0', '0', '0', '0', '0', '0', '1 like']",7
619,"Oct 24, 2023",feeling grateful for learning ☀️,"['Algebra', 'Instrumentation engineering for example 🙏', 'Motivating, Thanks for sharing.', 'Exactly!', 'Always. 😊', 'How to learn crocet', '❤️']","['11w', '11w', '10w', '11w', '11w', '11w', '11w']","['anna_gleams', 'kazsith', 'datasolution.social', 'thelearnlyapp', 'fiprojekt', 'akshadhaboruah', 'ismaiel_111']","['0', '0', '1 like', '0', '0', '0', '0']",7
513,"Sep 20, 2023","🌟JUST ANNOUNCED ⭐️ @jayshetty, best-selling author and award-winning podcast host of On Purpose, will be at FWD! Register today to hear Jay's wit and wisdom next month on how to navigate change and keep morale high within our teams and organizations.

Bonus: it's virtual & free! Register at the link in bio.","[""Do not waste your money they won't refund you"", 'YOUR PAYMENT PLATFORM DOES NOT WORK. IT LET ME ENTER THE NAME OF THE CARD BUT NOT THE NUMBER OR CODE TO MAKE A COURSE PAYMENT.', 'Cringy😅', ""I have issue signing up. Kindly help. I have been contacting you guys from emails and direct message but I haven't had a single help!"", 'How can I register 🤔', ""Can't find the link to register"", 'Hi, I’m having troubles with my account, can you check your dm', 'I have issues to play video what to do?', '#FWD2023 #SkillsEconomy #FutureOfWork #LearningLeaders #Innovation #AIandLearning #SkillUp #TechTrends #LearningStrategies #SkillsPrograms #UdemyEvent #SkillsAndWork #ProductVision #Upskilling #WorkplaceLearning #GenerativeAI #MachineLearning #LearningJourney #ProfessionalDevelopment #CareerGrowth #onlinelearning #onlinelearningplatform #elearningsolutions', '👏🏻', 'Omg!!!!!! 🙌🙌🙌🙌😍', '👏', 'I’m trying to reach my account, I cannot remember my password so i tried to reset it but I cannot see “I’m not robot” button and each time i see “sorry, something went wrong, please try again.” I cannot use udemy app on my 📱but I tried to reset on my laptop and mobile safari. Unfortunately both of them didn’t work.\nHope you can solve this problem so i can keep learning. @udemy']","['14w', '10w', '14w', '15w', '10w', '14w', '14w', '15w', '16w', '13w', '16w', '16w', '12w']","['nilaydube96', 'yennifer_in', 'journalingprague', 'engr.yani', 'late_cia007', 'sanghamitrakant', 'burpeer_nation', 'parmarpooja2426', 'udemy', 'customer_success_101', 'drakiedrake', 'preciousadilih_', 'bookaddict2424']","['1 like', '0', '3 likes', '1 like', '0', '1 like', '0', '1 like', '1 like', '1 like', '2 likes', '1 like', '0']",13
"3,688","Oct 27, 2023","**SWEEPSTAKES CLOSED**

📣 WIN A FREE COURSE OF YOUR CHOICE* 📣

Get started (or continue) on your learning journey with a FREE course on us! See below for details on how to enter ⬇️

All you have to do is:
✅ Follow @udemy
✅ Like this post
✅ Tag two friends in the comments and tell them a skill that you want to learn
✅ For an extra entry, share this post to your story

*Max two entries per person. Must be 18+ to enter. Course code is good towards the purchase of one Udemy course (up to US$200). Entry period starts October 18th, 2023 at 11:00 AM Pacific Time and closes on October 25th, 2023 at 11:59 PM Pacific Time. Ten winners will be drawn at random. If you’re chosen, look out for a DM from this account, @udemy. See link to Official Rules in bio.

#AlwaysLearning #Sweepstakes #UdemySweepstakes","['@facundogalvan.ok @facugomez97 cybersecurity', '@farnazsalimi29\n@aligolshannoor\nBudgeting tactics in marketing', '@spoiledmeh @akanksha_drdz @ananyadrdz @itxx._sweta', '@h_oyeeza @usshuu_ I want to take CSP course', '@euka_podo i @marta.tomaszewska.psycholog i want to learn Agile PM', '@elliot745 @atomic_owie I need this for Spanish at this point 😭', '@saiftantush0_o @asil_bashir3\nPython or Java script', 'Project management @tsipilai @suominen_hanna', '@dray_obuh @thetolubillions Graphic Design', '@sun.and.moon_____ @pocimaenteogena 🙌 para hacer un curso :)', '@thiago.infor @tarciosousa87 Learn electronics', '@maylee.marty @shoyahh34 entrepreneurship and programming 🤩', '@keev051 @serjenfran Data Analysis !', '@k2_theluckyguy @sangavipriya20045 react js will be a good choice', '@rompestilocbba @remyxibanez After Effects: Simple Character Animation & Motion Graphics']","['12w', '12w', '12w', '11w', '11w', '12w', '11w', '12w', '11w', '12w', '11w', '12w', '9w', '11w', '12w']","['enzocastro1979', 'amirniksh', 'psychic_riya', 'sammie_mieee', 'klaudia.waga.coach', 'domas.kale', 'mo_bashir24', 'leeasip', 'oluwafejiro', 'fran_1892', 'omanoelfilho', 'cianiel.hehehe', 'favalucas', 'mohanapriya__mona_', 'digirodg']","['3 likes', '2 likes', '3 likes', '3 likes', '2 likes', '4 likes', '1 like', '2 likes', '2 likes', '2 likes', '1 like', '1 like', '1 like', '2 likes', '1 like']",15
955,"Sep 8, 2023","Udemy takes TechHR Singapore! 🎉

Our panel discussion on AI and learning tech was a hit, but the claw machine and popcorn stole the show. See ya next year! 🍿",['@raramamaraa 🙌🔥👏'],['18w'],['marlsi'],['1 like'],1
687,"Sep 27, 2023","Did you take your confidence shower today? 🚿

For more from @jimmynaraine, check out the 🔗 in bio!","['you see.. im a warthunder player and.. i.. my mentality, my soul has ben sold to snail decades ago', 'A screen time of 4h/day adds up to 84 days/year! Don’t we have to change something? 🚨', 'I hope that this video will serve as some good food for thought 😉 thanks for sharing Udemy', '💯', '🔥🔥', '👏👏🙌🙌🔥']","['15w', '15w', '15w', '15w', '15w', '15w']","['nonstop_fellow', 'with.omin', 'jimmynaraine', 'rishatrehan', 'kasana_irshad', 'nashwanyc']","['2 likes', '0', '6 likes', '0', '0', '0']",6
567,"Nov 29, 2023","Instructor pop-ins are our favorite!

We loved meeting top Udemy Business Leadership & Management instructor Deborah Riegel and her family when they visited our Denver office last week! What's even cooler is that her husband Michael and daughter Sophie are also Udemy instructors. So clearly teaching great courses runs in the family 🤓👏","['What an artificial smile!', 'Very nice', '🔥🔥🔥', '#udemy #elearning #remotelearning #learning #alwayslearning #onlinelearning #learningstartswithu #learn #learningathome #onlinelearning #onlinelearningplatform #elearningsolutions']","['6w', '6w', '6w', '6w']","['pablo.tilotta', 'mdsaquib_reza', 'kasana_irshad', 'udemy']","['0', '1 like', '0', '1 like']",4
330,"Oct 20, 2023","🛑 Before you implement AI tooling at work, read this! 🛑

More at the link in our bio.","['@udemy all time great 🔥❤️', '#freepalestine ❤️🇵🇸']","['12w', '12w']","['kasana_irshad', 'ahlam.ghr']","['0', '2 likes']",2
